RecAdv_Unnamed: 0_level_0 Rk,Player,RecAdv_Unnamed: 2_level_0 Age,RecAdv_Unnamed: 3_level_0 Team,RecAdv_Unnamed: 4_level_0 Pos,RecAdv_Unnamed: 5_level_0 G,RecAdv_Unnamed: 6_level_0 GS,RecAdv_Receiving Tgt,RecAdv_Receiving Rec,RecAdv_Receiving Yds,RecAdv_Receiving 1D,RecAdv_Receiving YBC,RecAdv_Receiving YBC/R,RecAdv_Receiving YAC,RecAdv_Receiving YAC/R,RecAdv_Receiving ADOT,RecAdv_Receiving BrkTkl,RecAdv_Receiving Rec/Br,RecAdv_Receiving Drop,RecAdv_Receiving Drop%,RecAdv_Receiving Int,RecAdv_Receiving Rat,RecAdv_Unnamed: 22_level_0 Awards,Year
394.0,Alex Bachman,29.0,LVR,WR,9.0,0.0,2.0,1.0,9.0,1.0,7.0,7.0,2.0,2.0,5.5,0.0,,0.0,0.0,0.0,62.5,,2025
395.0,Michael Bandy,28.0,DEN,WR,2.0,0.0,1.0,1.0,16.0,1.0,5.0,5.0,11.0,11.0,5.0,0.0,,0.0,0.0,0.0,118.7,,2025
396.0,Tank Bigsby,24.0,PHI,RB,12.0,0.0,1.0,1.0,-1.0,0.0,-7.0,-7.0,6.0,6.0,-7.0,0.0,,0.0,0.0,0.0,79.2,,2025
397.0,Jaydon Blue,21.0,DAL,RB,4.0,0.0,1.0,1.0,5.0,0.0,-5.0,-5.0,10.0,10.0,-5.0,0.0,,0.0,0.0,0.0,87.5,,2025
398.0,Connor Colby,22.0,SFO,OL,9.0,6.0,1.0,1.0,-1.0,0.0,-6.0,-6.0,5.0,5.0,-6.0,0.0,,0.0,0.0,0.0,79.2,,2025
399.0,Derius Davis,25.0,LAC,WR,10.0,0.0,2.0,1.0,3.0,0.0,-4.0,-4.0,7.0,7.0,13.5,0.0,,0.0,0.0,0.0,56.2,,2025
400.0,Josiah Deguara,28.0,ARI,TE,8.0,0.0,2.0,1.0,6.0,0.0,5.0,5.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,56.2,,2025
401.0,Payne Durham,25.0,TAM,TE,13.0,7.0,3.0,1.0,11.0,1.0,0.0,0.0,11.0,11.0,0.7,0.0,,1.0,33.3,0.0,45.1,,2025
402.0,Reggie Gilliam,28.0,BUF,FB,13.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,79.2,,2025
403.0,Cam Grandy,25.0,CIN,TE,3.0,1.0,1.0,1.0,6.0,0.0,-2.0,-2.0,8.0,8.0,-2.0,0.0,,0.0,0.0,0.0,91.7,,2025
404.0,C.J. Ham,32.0,MIN,FB,7.0,0.0,1.0,1.0,5.0,0.0,4.0,4.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,87.5,,2025
405.0,Evan Hull,25.0,NOR,RB,2.0,0.0,1.0,1.0,6.0,0.0,-4.0,-4.0,10.0,10.0,-4.0,0.0,,0.0,0.0,0.0,91.7,,2025
406.0,Shedrick Jackson,26.0,LVR,WR,2.0,0.0,1.0,1.0,25.0,1.0,25.0,25.0,0.0,0.0,25.0,0.0,,0.0,0.0,0.0,158.3,,2025
407.0,Terrell Jennings,24.0,NWE,RB,7.0,0.0,1.0,1.0,9.0,0.0,2.0,2.0,7.0,7.0,2.0,0.0,,0.0,0.0,0.0,104.2,,2025
408.0,Kaleb Johnson,22.0,PIT,RB,9.0,0.0,2.0,1.0,9.0,0.0,-5.0,-5.0,14.0,14.0,-4.0,0.0,,1.0,50.0,0.0,62.5,,2025
409.0,Jacoby Jones,24.0,WAS,WR,1.0,0.0,1.0,1.0,25.0,1.0,3.0,3.0,22.0,22.0,3.0,0.0,,0.0,0.0,0.0,118.7,,2025
410.0,Tim Jones,27.0,JAX,WR,2.0,0.0,1.0,1.0,15.0,1.0,4.0,4.0,11.0,11.0,4.0,0.0,,0.0,0.0,0.0,118.7,,2025
411.0,Mason Kinsey,27.0,TEN,WR,6.0,0.0,3.0,1.0,14.0,1.0,12.0,12.0,2.0,2.0,19.0,0.0,,1.0,33.3,0.0,49.3,,2025
412.0,KeAndre Lambert-Smith,24.0,LAC,WR,6.0,1.0,4.0,1.0,1.0,0.0,-2.0,-2.0,3.0,3.0,23.8,0.0,,0.0,0.0,0.0,39.6,,2025
413.0,Keleki Latu,23.0,BUF,TE,3.0,0.0,1.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,83.3,,2025
414.0,Patrick Mahomes,30.0,KAN,QB,13.0,13.0,1.0,1.0,-10.0,0.0,-8.0,-8.0,-2.0,-2.0,-8.0,0.0,,0.0,0.0,0.0,79.2,,2025
415.0,Chris Manhertz,33.0,NYG,TE,13.0,2.0,1.0,1.0,7.0,0.0,1.0,1.0,6.0,6.0,1.0,0.0,,0.0,0.0,0.0,95.8,,2025
416.0,Drake Maye,23.0,NWE,QB,13.0,13.0,1.0,1.0,2.0,0.0,-8.0,-8.0,10.0,10.0,-8.0,0.0,,0.0,0.0,0.0,79.2,,2025
417.0,Scott Miller,28.0,PIT,WR,9.0,0.0,2.0,1.0,9.0,0.0,-1.0,-1.0,10.0,10.0,3.5,0.0,,0.0,0.0,0.0,62.5,,2025
418.0,David Moore,30.0,CAR,WR,4.0,2.0,1.0,1.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,87.5,,2025
419.0,Bryce Oliver,25.0,TEN,WR,2.0,0.0,1.0,1.0,8.0,0.0,6.0,6.0,2.0,2.0,6.0,0.0,,0.0,0.0,0.0,100.0,,2025
420.0,Gunner Olszewski,29.0,NYG,WR,13.0,0.0,3.0,1.0,24.0,1.0,23.0,23.0,1.0,1.0,17.0,0.0,,0.0,0.0,0.0,102.8,,2025
421.0,Dante Pettis,30.0,NOR,WR,4.0,0.0,1.0,1.0,14.0,0.0,14.0,14.0,0.0,0.0,14.0,0.0,,0.0,0.0,0.0,118.7,,2025
422.0,Spencer Rattler,25.0,NOR,QB,8.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,16.7,,2025
423.0,Nikko Remigio,26.0,KAN,WR,12.0,0.0,1.0,1.0,21.0,1.0,18.0,18.0,3.0,3.0,18.0,0.0,,0.0,0.0,0.0,118.7,,2025
424.0,Anthony Richardson,23.0,IND,QB,2.0,0.0,1.0,1.0,9.0,1.0,2.0,2.0,7.0,7.0,2.0,0.0,,0.0,0.0,0.0,104.2,,2025
425.0,Aaron Rodgers,42.0,PIT,QB,12.0,12.0,1.0,1.0,-9.0,0.0,-9.0,-9.0,0.0,0.0,-9.0,0.0,,0.0,0.0,0.0,79.2,,2025
426.0,Chris Rodriguez,25.0,WAS,RB,11.0,6.0,2.0,1.0,6.0,0.0,3.0,3.0,3.0,3.0,7.5,0.0,,0.0,0.0,1.0,16.7,,2025
427.0,Carter Runyon,24.0,LVR,TE,9.0,0.0,1.0,1.0,3.0,0.0,-3.0,-3.0,6.0,6.0,-3.0,0.0,,0.0,0.0,0.0,79.2,,2025
428.0,Eric Saubert,31.0,SEA,TE,7.0,1.0,1.0,1.0,12.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,,0.0,0.0,0.0,116.7,,2025
429.0,Ben Sims,25.0,MIN,TE,4.0,1.0,1.0,1.0,9.0,1.0,4.0,4.0,5.0,5.0,4.0,0.0,,0.0,0.0,0.0,104.2,,2025
430.0,Robert Tonyan,31.0,KAN,TE,13.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,79.2,,2025
431.0,Tahj Washington,24.0,MIA,WR,4.0,1.0,2.0,1.0,11.0,0.0,5.0,5.0,6.0,6.0,28.0,0.0,,0.0,0.0,1.0,27.1,,2025
432.0,Jared Wiley,25.0,KAN,TE,2.0,0.0,1.0,1.0,4.0,1.0,-4.0,-4.0,8.0,8.0,-4.0,0.0,,0.0,0.0,0.0,83.3,,2025
433.0,Trayveon Williams,28.0,LAC,RB,3.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,,0.0,0.0,0.0,79.2,,2025
434.0,Jameis Winston,31.0,NYG,QB,2.0,2.0,1.0,1.0,33.0,1.0,13.0,13.0,20.0,20.0,13.0,1.0,1.0,0.0,0.0,0.0,158.3,,2025
435.0,Tristan Wirfs,26.0,TAM,T,9.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,118.7,,2025
436.0,Jaylen Wright,22.0,MIA,RB,6.0,0.0,4.0,1.0,0.0,0.0,-3.0,-3.0,3.0,3.0,-3.3,0.0,,0.0,0.0,0.0,39.6,,2025
437.0,Ben Yurosek,23.0,MIN,TE,8.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,,0.0,0.0,0.0,56.2,,2025
438.0,Cam Akers,26.0,MIN,RB,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-6.0,0.0,,1.0,100.0,0.0,39.6,,2025
439.0,Kevin Austin,25.0,NOR,WR,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,23.0,0.0,,0.0,0.0,0.0,39.6,,2025
440.0,Garett Bolles,33.0,DEN,T,13.0,13.0,1.0,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,39.6,,2025
441.0,Tahj Brooks,23.0,CIN,RB,12.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-3.0,0.0,,0.0,0.0,1.0,0.0,,2025
442.0,Brittain Brown,28.0,CHI,RB,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,4.0,0.0,,0.0,0.0,0.0,39.6,,2025
443.0,Jason Brownlee,26.0,KAN,WR,5.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,9.0,0.0,,0.0,0.0,0.0,39.6,,2025
444.0,Alex Cappa,30.0,LVR,G,13.0,4.0,1.0,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,39.6,,2025
445.0,Julius Chestnut,25.0,TEN,RB,13.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,11.0,0.0,,0.0,0.0,0.0,39.6,,2025
446.0,Justin Fields,26.0,NYJ,QB,9.0,9.0,1.0,0.0,0.0,0.0,0.0,,0.0,,6.0,0.0,,0.0,0.0,0.0,39.6,,2025
447.0,DJ Giddens,22.0,IND,RB,7.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,-3.0,0.0,,0.0,0.0,0.0,39.6,,2025
448.0,Mecole Hardman,27.0,BUF,WR,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,46.0,0.0,,0.0,0.0,0.0,39.6,,2025
449.0,Amar Johnson,22.0,LAC,RB,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-2.0,0.0,,0.0,0.0,0.0,39.6,,2025
450.0,Charlie Jones,27.0,CIN,WR,13.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,42.0,0.0,,0.0,0.0,0.0,39.6,,2025
451.0,Nick Kallerup,24.0,SEA,TE,6.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,8.0,0.0,,0.0,0.0,0.0,39.6,,2025
452.0,Jonathan Mingo,24.0,DAL,WR,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,18.0,0.0,,1.0,100.0,0.0,39.6,,2025
453.0,Elijah Mitchell,27.0,KAN,RB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,16.0,0.0,,0.0,0.0,1.0,0.0,,2025
454.0,Bo Nix,25.0,DEN,QB,13.0,13.0,1.0,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,39.6,,2025
455.0,Dameon Pierce,25.0,HOU,RB,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-4.0,0.0,,1.0,100.0,0.0,39.6,,2025
456.0,Bernhard Raimann,28.0,IND,T,13.0,13.0,1.0,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,39.6,,2025
457.0,Patrick Ricard,31.0,BAL,FB,7.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,39.6,,2025
458.0,Stone Smartt,27.0,NYJ,TE,11.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,16.0,0.0,,0.0,0.0,0.0,39.6,,2025
459.0,Malik Turner,29.0,SFO,WR,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-5.0,0.0,,0.0,0.0,0.0,39.6,,2025
460.0,Jack Westover,26.0,NWE,FB,13.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,12.0,0.0,,1.0,100.0,0.0,39.6,,2025
461.0,Brayden Willis,26.0,SFO,TE,5.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,39.6,,2025
462.0,Luke Wypler,24.0,CLE,C,13.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,39.6,,2025
,League Average,,,,,,,,,,,5.7,,5.2,7.8,,17.0,,4.4,,,,2025
