,1000_Rec_Yards,1000_Rush_Yards,GS Pass_Cmp,Likely_RB,PFR_Age GS,PFR_Age^2,Pass_Comp_Pct,Pass_Int,Pass_TD_INT_Ratio,Pass_YPA,Rec,Rec_YPR,Rush_TD,Rush_TD_Rate,Rush_YPC,Rush_Yds,Total_TD,Total_TDs,Total_Yards,target,season
91,-0.302659963383191,-0.5800418934273982,0.3261894516362279,-0.590810124975516,0.40296445872252334,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,-0.0056282492732011415,-1.1642864300109321,-0.29714918157447795,-0.26228952507799996,0.13451618766807574,-0.2324656132115792,-0.5649580068690754,-0.7467905510316989,-0.8554843501499956,1.0,2002
90,-0.302659963383191,-0.5800418934273982,0.3261894516362279,-0.590810124975516,0.40296445872252334,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,1.5593377291918835,0.7403434032239734,-0.29714918157447795,-0.26228952507799996,0.13451618766807574,-0.2324656132115792,-0.5649580068690754,-0.29041854762343844,0.8351452725409262,17.0,2002
137,-0.302659963383191,-0.5800418934273982,-1.943628587619995,-0.590810124975516,-2.4666460371539563,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,-1.034034463693114,0.6191735801329892,-0.5594475332112087,-0.2943438545659336,-0.0007300888147125883,0.17477787942185427,-0.6933983804498033,-0.7467905510316989,-0.1520008829900147,14.0,1991
131,-0.302659963383191,-0.5800418934273982,-1.943628587619995,-0.590810124975516,-2.4666460371539563,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,-0.0056282492732011415,-1.1642864300109321,-0.29714918157447795,-0.26228952507799996,0.13451618766807574,-0.2324656132115792,-0.5649580068690754,-0.7467905510316989,-0.8554843501499956,2.0,1992
147,-0.302659963383191,-0.5800418934273982,0.6504491715299741,-0.590810124975516,0.8129088152763062,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,-0.0056282492732011415,-1.1642864300109321,-0.29714918157447795,-0.26228952507799996,0.13451618766807574,-0.2324656132115792,-0.5649580068690754,-0.7467905510316989,-0.8554843501499956,6.0,1990
115,-0.302659963383191,1.7240134054647667,0.488319311583101,1.6925911688487756,0.6079366369994148,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,-0.40804807230708007,0.20730270490218775,2.325834334792828,-0.26782600843165183,-0.21790816757656598,1.895434939920183,0.7194457289382027,1.7632554677137338,1.5253911475769288,57.0,1995
108,-0.302659963383191,-0.5800418934273982,-0.9708494279387566,-0.590810124975516,-1.2368129674926078,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,-0.2291948176253561,0.22214072124204673,-0.5594475332112087,-0.2922516702883174,-0.31276181188934365,-0.18555798578783295,-0.6933983804498033,-0.7467905510316989,-0.24844619703614113,1.0,1997
113,-0.302659963383191,-0.5800418934273982,0.3261894516362279,-0.590810124975516,0.40296445872252334,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,0.6650714557832638,1.5333473730510059,-0.29714918157447795,-0.26228952507799996,0.13451618766807574,-0.2324656132115792,-0.5649580068690754,1.3068834643054732,0.8918778102151181,3.0,1996
71,-0.302659963383191,-0.5800418934273982,-1.2951091478325027,-0.590810124975516,-1.6467573240463906,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,-0.0056282492732011415,1.8917742419675383,-0.29714918157447795,0.8964964407032624,1.6427105311091508,-1.172750326569402,-0.5649580068690754,0.6223254591930825,-0.2597927045709795,1.0,2009
116,-0.302659963383191,1.7240134054647667,0.3261894516362279,1.6925911688487756,0.40296445872252334,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,0.4415048874311088,0.016509283147925994,0.48974587333571395,-0.2808262320037875,0.007110010390300786,1.1065339332480868,-0.179636886126892,0.16595345578482204,1.0261448160440392,16.0,1995
117,3.304037933599835,-0.5800418934273982,0.6504491715299741,-0.590810124975516,0.8129088152763062,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,1.2463445334988668,1.2805259069267316,-1.0840442364846699,-0.18704368314028424,3.115344121093342,-0.946740848982261,-0.9502791276112589,0.16595345578482204,0.4758392006043768,13.0,1995
29,-0.302659963383191,-0.5800418934273982,2.0163105222660804,-0.590810124975516,1.0178809935531976,0.07102597248546388,-1.7566201315053702,0.9310505199759819,1.6309308564236633,1.8552204574665778,-1.74944748242001,-1.1642864300109321,-1.3463425881214006,-0.3259590836501439,-0.5890595883005101,-1.0000449710547,1.7469687175840252,-1.65953455784822,-1.5362748022402997,5.0,2021
